0,1,2,3,4
5.99,4.49,7.61,6.49,6.19
50.0,5.34,6.696666666666665,6.34,6.596666666666668
50.0,5.968333333333334,6.125555555555554,6.544444444444443,6.21111111111111
50.0,6.089722222222222,6.212777777777777,6.293703703703702,6.101666666666665
50.0,6.095694444444444,17.149050925925927,6.2027160493827145,17.101041666666667
50.0,6.095694444444444,9.815820473251028,6.2027160493827145,22.58644675925926
50.0,6.095694444444444,18.028557741769546,8.00926826131687,22.124490419238683
50.0,6.095694444444444,10.711173482510286,13.018913001543208,24.06218565136317
50.0,6.095694444444444,19.956445232124487,11.865043242026747,13.6230178594393
50.0,9.85935615194187,21.97929572964892,15.14816877786351,22.41878938400206
50.0,16.139072767971967,24.246705164863574,19.848751297171496,26.06436031639821
50.0,16.139072767971967,27.55863230750176,23.38660559281109,22.150046083077914
50.0,19.14455942552494,29.271077667071204,24.365094661130257,28.961937789637908
50.0,19.14455942552494,30.6951829384316,27.53270337261312,31.844393720558514
50.0,19.14455942552494,31.843111434142415,30.02409334386774,32.92103402112876
50.0,19.14455942552494,27.003921401178363,31.596079599712972,33.47717622019903
50.0,19.14455942552494,25.91485347547209,30.69239240703012,32.40641426172558
50.0,25.77548684362526,31.437951327006786,29.671220048075924,25.821942387574204
50.0,25.79871461559973,34.22116455467699,28.977037920885635,33.25884513955157
50.0,29.52877987757565,34.749229272790586,32.152349205038064,35.819681077457076
50.0,29.52877987757565,36.60758958885108,34.24041985176191,37.52442255695583
50.0,29.52877987757565,37.59419732954716,36.1241439991896,38.41519800584564
50.0,29.52877987757565,38.3117803015781,37.37784644486079,35.17939173765615
50.0,32.3540858076159,35.072802208004845,36.95633949469835,38.254987979202475
50.0,35.30453689340919,38.595806877579776,36.76137656063522,38.9204689987058
50.0,37.112502946057496,40.16543008290605,38.09255081230693,40.705203192423696
50.0,37.112502946057496,38.456827947090154,39.12899044760649,41.99578405534681
50.0,37.112502946057496,41.17458033518854,38.79290919734832,41.89127873712361
50.0,39.50189084159055,41.76999811964859,39.98374476626843,40.05945400612322
