0,1,2,3,4
1.09,4.52,0.69,4.94,4.12
3.243333333333333,3.072,2.4050000000000002,3.072,2.71
3.0084444444444443,2.900466666666667,2.5575,2.900466666666667,2.8575833333333334
2.9221648148148143,2.8448922222222226,2.7075416666666667,2.8448922222222226,2.830998611111111
2.8660185493827157,2.8300979074074077,2.769270138888889,2.8300979074074077,2.8263993287037037
2.840838595164609,2.824376766358025,2.7978347337962965,2.824376766358025,2.822946481095679
2.829387280872771,2.822074668554527,2.8103906074459877,2.822074668554527,2.8214991441036523
2.8243203645103168,2.8210852739062933,2.8159448757748198,2.8210852739062933,2.8208379252442346
2.822081187886948,2.820654742668392,2.818391400509527,2.820654742668392,2.820547109858916
2.821094346804752,2.820465836718435,2.8194692551842215,2.820465836718435,2.820418610230946
2.820659597918044,2.820382777131358,2.8199439327075835,2.820382777131358,2.8203620122345887
2.8204681290946634,2.8203462194245863,2.820152972471086,2.8203462194245863,2.8203370799978935
2.8203838095057145,2.820330124082563,2.82024502623449,2.820330124082563,2.8203261002470574
2.8203466779451114,2.820323036830478,2.8202855632407737,2.820323036830478,2.8203212650174563
2.8203303265976816,2.82031991597286,2.820303414129115,2.82031991597286,2.8203191357584547
2.820323126109665,2.820318541686194,2.820311274943785,2.820318541686194,2.8203181981145278
2.820319955303462,2.820317936508073,2.8203147365291565,2.820317936508073,2.820317785213543
2.820318559008359,2.8203176700124617,2.8203162608713495,2.8203176700124617,2.820317603388559
2.82031794413646,2.820317552658638,2.820316932129954,2.820317552658638,2.820317523320182
2.82031767337176,2.8203175009807744,2.8203172277250683,2.8203175009807744,2.8203174880613084
2.8203175541379473,2.820317478223937,2.820317357893188,2.820317478223937,2.820317472534728
2.820317501632204,2.820317468202748,2.820317415213958,2.820317468202748,2.82031746569745
2.8203174785108005,2.820317463789822,2.820317440455704,2.820317463789822,2.8203174626865897
2.8203174683290704,2.820317461846548,2.820317451571147,2.820317461846548,2.8203174613607294
